"user_name","text","rating.x","url_cleaned","rubbish.x","id.x","user_id","id.y","name","price","rating.y","review_count","city","state","zip_code","rubbish.y","latitude","longitude"
"Melissa Y.","I am here to happily add another well deserved 5 star review for that place. I have never been disappointed here in all of the times I have visited.  You...",5,"https://www.yelp.com/biz/east-one-coffee-roasters-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=2JhhJEOwUVEcpLFlajtkrg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","east-one-coffee-roasters-new-york","m5LyVIbePjlAx4aecAw1YA","-oxx1-xcHh6GBiaZ0F6-yA","East One Coffee Roasters","$$",5,20,"New York","NY","10013","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7183,-73.999
"Bailey M.","I've come here before and after the COVID-19 pandemic and nothing has changed: they are amazing! Literally every drink slaps. The Nutella Latte is a...",5,"https://www.yelp.com/biz/whistle-and-fizz-new-york-4","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=Dr_HaCYlw940oXrgjX2eTg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","whistle-and-fizz-new-york-4","RncrMzYdek1L_9a7pZowbg","OPiO2ZuK4M2f55qmuNfWUQ","Whistle & Fizz","$",5,218,"New York","NY","10003","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7307,-73.9944
"Will F.","I was wandering around looking for a quick bite to eat. Most coffee places seem to be still closed due to Covid. But I came across ""Now or Never Coffee"" and...",5,"https://www.yelp.com/biz/now-or-never-coffee-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=YRiFPt8vl7jgaFluC_jULw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","now-or-never-coffee-new-york","nxZupy-ZfEaF1ja_R9ANag","RDxA8WL7wdHiM5YimUQ_XQ","Now or Never Coffee","NULL",5,13,"New York","NY","10013","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7229,-74.0046
"Nadia A.","I've only tried the olive oil cake and the oatmeal, cranberry, white chocolate cookie. Both were delicious. Friendly service and Covid friendly (they only...",5,"https://www.yelp.com/biz/ceremonia-bakeshop-brooklyn","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=4FP0auVS6R5Y7wvOX-CYvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","ceremonia-bakeshop-brooklyn","CAQFxeImeXVWnlBL4BzZwQ","3t4VJC1vyUGk0aaem3b5ng","Ceremonia Bakeshop","NULL",5,78,"Brooklyn","NY","11211","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7125,-73.9606
"tania s.","Cute Soho gallery combined with cafe.  Love the  concept & got to checkout an interesting Japanese exhibit inside.  Tried the gluten free matcha banana...",5,"https://www.yelp.com/biz/caf%C3%A9-by-shiki-nyc-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=x6wlMX86QFa6wt9-sVGh-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","caf%C3%A9-by-shiki-nyc-new-york","qhrKe5ppc4xvw6ejmz_CbA","mt9hff36EeDwz_Nf3k6ryQ","Café by Shiki NYC","NULL",5,5,"New York","NY","10013","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7222,-74.0025
"McLean Z.","THANKFUL FOR DRIP AND NIGEL!!! Hidden Bushwick Gem. Nigel literally knows everything there is to know about coffee and is consistently eager to chat (about...",5,"https://www.yelp.com/biz/drip-coffee-makers-brooklyn-4","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=GvxB9DgMIMLe_VLLY2KAZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","drip-coffee-makers-brooklyn-4","9qui6XjkF6hzzDldwTGbNA","rXt5UuxqPKDz9id-th8wnw","drip coffee makers","NULL",5,13,"Brooklyn","NY","11206","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6984,-73.937
"Dee G.","I've been meaning to come to this place simply for the atmosphere. Now during COVID, they are only serving coffee through their window. I ordered a cortado...",5,"https://www.yelp.com/biz/ppl-brooklyn","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=SotyWAKxp-wOS7ffFNUw7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","ppl-brooklyn","o7v4JU_W4_TdkiFXJ0_KuA","U1exuSaIwTwpjxvlrKeftg","PPL","NULL",5,17,"Brooklyn","NY","11211","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7129,-73.9585
"Rebecca Y.","COVID times call for supporting local businesses, and I'm so so glad that I discovered this little bakery. Having just moved to the East Harlem area not too...",5,"https://www.yelp.com/biz/pabade-cafe-and-bakery-new-york-2","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=r40tQUd-DUfxv31VUdtQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","pabade-cafe-and-bakery-new-york-2","hiALLsHzVaxmqQXZ1zYsog","4OjAtoUyYI5CRn1iY3iH_w","Pabade Cafe and Bakery","$",5,40,"New York","NY","10029","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7951,-73.9447
"Jollie L.","Amazing coffee and large variety of pastries! Super friendly baristas and great atmosphere! Will be back for sure!",5,"https://www.yelp.com/biz/americano-cafe-staten-island","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=ARVVMR6yv2yOTFFMVaNfhg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","americano-cafe-staten-island","uwx46k9QXGKHH3RVG0-aUw","AY9gM46aAW_N_JF7ixTbUw","AMERICANO CAFE","NULL",5,2,"STATEN ISLAND","NY","10304","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6296,-74.0739
"Kristy F.","The best coffee shop in all of Brooklyn. Love tucking by the right corner window reading , dreaming out the window or working with a lovely latte. Looking...",5,"https://www.yelp.com/biz/hardwater-coffee-brooklyn","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=0sEgghI-lAieoWXSkSh35A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","hardwater-coffee-brooklyn","V-QB_Z6Jia1r1w_Pohx4ug","PEjLI4NU0nZPF5Jl3zBFzQ","Hardwater Coffee","$$",5,16,"Brooklyn","NY","11249","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7128,-73.9625
"Aiko S.","If you like tea, you'll want to check out Kettl, a cute tea stand in Bowery that specializes in Japanese tea. There are several tea shops around the city,...",5,"https://www.yelp.com/biz/kettl-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=zni44yiYGELPwm_LILRqGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","kettl-new-york","72GC_nR68n0bzPDSCcErwQ","TgQoXIJsTjDtbO-UtpCtlA","Kettl","NULL",5,5,"New York","NY","10012","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7266,-73.992
"Obed B.","Made a quick stop here. I got a latte ~5$. Coffee is good, place is nice. Nothing crazy or special.  You want coffee this is a good place. I'll be back when...",5,"https://www.yelp.com/biz/lucille-s-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=6-5z9PvFSN50YtFj7cwu7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","lucille-s-new-york","vDNVqoanflXnwqZFRyAOXg","1pAbrX_NPgfU-b4jGBSnOg","Lucille’s","$$",5,32,"New York","NY","10039","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.8259,-73.939
"Kim X.","I came upon this bakery when it popped up on a list of bakeries to consider for your thanksgiving pie! Based on the reviews here and the photos on their...",5,"https://www.yelp.com/biz/partybus-bakeshop-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=Y3N1bfux60oWV2fTBKWAtg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","partybus-bakeshop-new-york","yVS0746EB5gBNGE8FG5p-w","qpj8kc8y3SgLA6GWkVgX3g","Partybus Bakeshop","NULL",5,29,"New York","NY","10002","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.716,-73.9899
"Kaley R.","Make it cold brew but HOT. For those winter months when you're in dire need of the cold brew kick but it's 20 degrees outside, they have a hot cold brew....",5,"https://www.yelp.com/biz/rise-cafe-delancey-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=Wcd2oYAlEdKKhDnFosj-vQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","rise-cafe-delancey-new-york","PrioZ6UL7liEWQRmNtgq6w","F-n04Y2VflOP-8QcxF4moA","RISE Cafe - Delancey","NULL",5,26,"New York","NY","10002","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7189,-73.99
"Jo C.","Tammam's falafel sandwich is legit! I almost went back the same day to buy another one. It was so good. I also had their Turkish coffee which is delicious...",5,"https://www.yelp.com/biz/tammam-cafe-brooklyn","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=llrzUUw5YNvBuDqlzLDctg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","tammam-cafe-brooklyn","KNp0_h9W57_3rPQPYuOwKQ","rN6aJdO620g0icLnytl_GA","Tammam Cafe","NULL",5,1,"Brooklyn","NY","11216","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6722,-73.9501
"Calil R.","Charming, cozy, and small; the WiFi works super well. Sorry Cindy!

Thank you Ad Hoc!",5,"https://www.yelp.com/biz/ad-hoc-collective-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=3HULWcbtn_2doh3XRhoLYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","ad-hoc-collective-new-york","3xlQx4owU2hOc-pGGJIDRA","XR-ukhC5BvAKDq1oTQrQ9A","Ad Hoc | Collective","$$",5,65,"New York","NY","10014","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.734,-74.0005
"Lili S.","Honestly, delish! I had the egg, bacon, cheese on buttermilk biscuit and actually couldn't finish it all in one go, which is a relief because I normally...",5,"https://www.yelp.com/biz/coffee-plus-cake-astoria-2","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=z4xjXoWWLfvYcShs2T7_QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","coffee-plus-cake-astoria-2","iXQMqezOY9TMH_z71rOiMA","LNV-uST6FKzn7XN-QtFFsQ","Coffee Plus Cake","NULL",5,23,"Astoria","NY","11102","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7714,-73.9222
"Jenn H.","Just wanted to say that you really put a smile on my face. The best pumpkin spice latte in the neighborhood! And always served with kindness. Thank you! :-)",5,"https://www.yelp.com/biz/getaway-new-york-2","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=q4cXcVV8lYt4O3pLy7hAwA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","getaway-new-york-2","rCdvo5pqwT_qMKy6N3UY9w","ACR54GRDBIcL5lQLFL2IGg","Getaway","$$",5,37,"New York","NY","11222","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7336,-73.9551
"Glenn C.","If someone who works there reads this review, I apologize again for the difficulty. Thanks for the early morning delivery.

On Wednesday in the early...",5,"https://www.yelp.com/biz/michaeli-bakery-new-york-2","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=ukRH1jr54jTD8dnUSXtADA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","michaeli-bakery-new-york-2","JPH-WOKa6EBMlpBGLIPuiw","AI680OnsLsoCro-0hYF1aQ","Michaeli Bakery","$$",5,78,"New York","NY","10002","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7143,-73.9921
"Victoria M.","Cutest coffee spot in Sunnyside, love their coffee and pastries  
They have a lovely outdoor area (due to covid) and all the employees there are really...",5,"https://www.yelp.com/biz/capucine-sunnyside","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=0ULQy2RY_cUPdDobI_k1eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","capucine-sunnyside","qZmK_H0MoHgy-fOntBQVxQ","i8ePBFHmGxTumb1tY8rIPQ","Capucine","NULL",5,16,"Sunnyside","NY","11104","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7428,-73.9252
"Irene L.","Incredibly sad that this place closed down. This coffee shop is a time capsule. The walls are filled with pictures of the past, Carmine's family and class...",5,"https://www.yelp.com/biz/classic-coffee-shop-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=UKI6x4O0DN7Q-VD5uNfNqA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","classic-coffee-shop-new-york","rCJd3UN1dXY4X_0KZG_YCA","9ZnOMUYyghQ0Ez_asQMHtA","Classic Coffee Shop","$",5,48,"New York","NY","10002","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7157,-73.9908
"Elizabeth K.","I'm a huge fan of OS! Cold brew is delish and every day the delicious scent of butter tempts you into breaking your diet for a pastry. Owners are so sweet!...",5,"https://www.yelp.com/biz/os-cafe-brooklyn","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=5xnEOCTHB00cO2aescR8vw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","os-cafe-brooklyn","w5F0HzJUCAq_PmwltL4gKg","R7V8ZztJ0kRSvVqanXjb5g","OS Cafe","$",5,35,"Brooklyn","NY","11215","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6648,-73.9865
"Liwen L.","Probably I drink way too much coffee these days. Usually I order latte with regular milk. I alternated with flat while or cappuccino if I don't feel like...",5,"https://www.yelp.com/biz/grey-cafe-flushing","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=PZfnBKP59Qptz7mJpfwReQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","grey-cafe-flushing","x-FBdBVlgCfqS_xxViISMA","PSvmKoXb8vpLgh-LbcEvXQ","Grey Cafe","$",5,72,"Flushing","NY","11358","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7582,-73.786
"Rachael W.","Friendly staff. Tasty parlor coffee. Favorite fall outdoor setup. Sleek and simple app to easily order coffee for pick up :)",5,"https://www.yelp.com/biz/blank-street-brooklyn","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=FZ8ocR4MKL7aPFejoxC66Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","blank-street-brooklyn","fjesiUlkAhrTPWaWne6kpg","xEySCBWaNz84ciNugiaVeA","Blank Street","NULL",5,4,"Brooklyn","NY","11249","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7171,-73.9629
